ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
2017,Norte,AM,1301159,Interior,Municipal,Rural,234.724294,223.179883,Masculino,Preta,Novembro,2002,"Sim, um",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,SP,3513801,Interior,Estadual,Urbana,258.090215,248.968995,Masculino,Amarela,Outubro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Norte,AP,1600303,Capital,Estadual,Urbana,248.759659,221.886255,Feminino,Parda,Outubro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,GO,5206206,Interior,Estadual,Urbana,208.462004,212.295411,Feminino,Parda,Dezembro,2001,Não tem,Não sei,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,MG,3139409,Interior,Estadual,Urbana,272.592,254.39927, ,Branca,Agosto,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2312205,Interior,Municipal,Urbana,257.026693,194.628908,Masculino,Parda,Novembro,2001,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Menos de 1 hora,Menos de 1 hora,Sim,Somente continuar estudando
2017,Sul,PR,4104303,Interior,Estadual,Urbana,336.556717,359.047258,Masculino,Branca,Janeiro,2003,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Menos de 1 hora,Não,Ainda não sei
2017,Norte,AC,1200203,Interior,Municipal,Rural,155.828835,213.594293,Masculino,Parda,Junho,2003,"Sim, dois",Completou a Faculdade,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Nordeste,MA,2111029,Interior,Municipal,Urbana,221.969078,248.341491,Masculino,Parda,Janeiro,2002,Não tem,Não sei,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sul,PR,4100400,Interior,Estadual,Urbana,172.656607,133.334252,Feminino,Parda,Abril,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Norte,AC,1200401,Capital,Estadual,Urbana,254.069061,223.39546,Feminino,Parda,Fevereiro,2002,"Sim, um",Completou a Faculdade,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2927408,Capital,Estadual,Urbana,290.907293,297.943864,Masculino,Parda,Outubro,1999,"Sim, um",Não sei,Não sei,Mais de 3 horas,Mais de 3 horas,Sim,Continuar estudando e trabalhar
2017,Nordeste,RN,2408102,Capital,Municipal,Urbana,309.286494,326.996249,Masculino,Parda,Dezembro,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Completou a Faculdade,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Norte,AC,1200013,Interior,Estadual,Urbana,216.803249,229.309539,Masculino,Parda,Dezembro,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,SP,3524600,Interior,Estadual,Urbana,349.437435,325.23307,Feminino,Branca,Dezembro,2003,"Sim, um",Completou a Faculdade,Não sei,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Ainda não sei
2017,Sudeste,RJ,3305000,Interior,Estadual,Urbana,332.550107,249.425411,Feminino,Branca,Agosto,2002,"Sim, um",Completou a Faculdade,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Norte,PA,1501956,Interior,Municipal,Rural,210.380685,221.155798,Feminino,Parda,Fevereiro,2003,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
2017,Norte,PA,1501451,Interior,Municipal,Rural,171.291118,193.01485,Feminino,Parda,Junho,2000,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,273.654531,222.322942,Feminino,Preta,Abril,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2304400,Capital,Estadual,Urbana,342.875375,338.585188,Masculino,Parda,Janeiro,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,CE,2313500,Interior,Municipal,Urbana,178.844914,193.32807, ,Parda,Dezembro,2003,Não tem,Nunca estudou, ,Menos de 1 hora,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Nordeste,BA,2908408,Interior,Estadual,Urbana,157.816604,143.806015,Feminino,Preta,Dezembro,1998 ou antes,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Sim,Ainda não sei
2017,Centro-Oeste,GO,5208707,Capital,Estadual,Urbana,313.023036,291.574486,Feminino,Parda,Junho,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2602902,Interior,Municipal,Rural,217.912444,201.181557,Feminino,Parda,Janeiro,2003,"Sim, um",Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3305208,Interior,Municipal,Urbana,308.828117,362.584068,Masculino,Parda,Novembro,2002,Não tem,Completou a Faculdade,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sul,RS,4303509,Interior,Municipal,Rural,236.246248,237.584678,Masculino,Preta,Novembro,2001,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Sul,SC,4201505,Interior,Estadual,Urbana,201.544536,208.336222,Masculino,Parda,Agosto,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
2017,Nordeste,CE,2310209,Interior,Municipal,Rural,255.873699,245.527927,Masculino,Não quero declarar,Abril,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Sul,PR,4104204,Interior,Estadual,Urbana,271.562195,312.414668,Masculino,Amarela,Dezembro,2002,"Sim, dois",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Norte,AC,1200203,Interior,Estadual,Rural,244.465351,198.964867, , , , , , ,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Mais de 3 horas,Não,Somente continuar estudando
2017,Sul,PR,4104808,Interior,Estadual,Urbana,267.781964,233.900143,Masculino,Não quero declarar,Julho,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Norte,RO,1101005,Interior,Estadual,Rural,279.216757,298.866144,Masculino,Parda,Outubro,2002,Não tem,Completou a Faculdade,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sul,PR,4121505,Interior,Estadual,Urbana,291.583509,276.745805,Masculino,Parda,Outubro,2000,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2919553,Interior,Municipal,Urbana,296.170913,270.522697,Feminino,Amarela,Abril,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sul,SC,4204202,Interior,Estadual,Urbana,256.513609,246.486872,Masculino,Branca,Abril,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Ainda não sei
2017,Sudeste,ES,3201506,Interior,Municipal,Urbana,282.024756,227.04277,Feminino,Amarela,Abril,2002,"Sim, dois",Não sei,Não sei,Menos de 1 hora,Mais de 3 horas,Sim,Continuar estudando e trabalhar
2017,Sudeste,SP,3505906,Interior,Estadual,Urbana,184.728885,202.069854,Feminino,Preta,Junho,2003,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3505401,Interior,Estadual,Urbana,219.519738,193.069065,Masculino,Parda,Junho,2000,"Sim, um",Não sei,Não sei,Menos de 1 hora,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2915908,Interior,Municipal,Urbana,225.115185,183.036728,Feminino,Preta,Fevereiro,2001,Não tem,Não sei,Não sei,Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Ainda não sei
2017,Sudeste,SP,3543907,Interior,Estadual,Urbana,330.239161,306.772561,Feminino, ,Março,2002,"Sim, dois","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Mais de 3 horas,Sim,Continuar estudando e trabalhar
2017,Nordeste,RN,2408003,Interior,Municipal,Rural,231.576039,245.459515,Feminino,Amarela,Outubro,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Nunca estudou,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,SP,3543907,Interior,Estadual,Urbana,351.775267,339.091405,Masculino,Branca,Fevereiro,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,358.821047,318.789523,Feminino, ,Julho,2002,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Ainda não sei
2017,Sudeste,SP,3516408,Interior,Estadual,Urbana,213.487786,239.319575,Masculino,Branca,Abril,2001,Não tem,Não sei,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Não faço trabalhos domésticos,Sim,Somente continuar estudando
2017,Centro-Oeste,MS,5003488,Interior,Estadual,Urbana,264.61035,169.173362,Feminino,Parda,Outubro,2002,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,298.686145,241.972896,Feminino,Branca,Agosto,2001,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2928208,Interior,Municipal,Rural,248.945819,228.117188,Feminino,Branca,Agosto,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Sul,SC,4202404,Interior,Estadual,Urbana,274.447159,218.872988,Masculino,Não quero declarar,Fevereiro,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Nordeste,AL,2707701,Interior,Municipal,Urbana,283.433107,301.334405,Masculino,Branca,Janeiro,2003,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,PI,2203701,Interior,Municipal,Rural,135.686812,189.874427,Masculino,Branca,Julho,1998 ou antes,Não tem,Completou a Faculdade,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Ainda não sei
2017,Nordeste,PE,2610400,Interior,Estadual,Urbana,272.868514,240.047964,Feminino,Parda,Fevereiro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,MG,3106200,Capital,Estadual,Urbana,325.231725,294.701998,Feminino,Parda,Dezembro,2002,"Sim, dois",Completou a Faculdade,Completou a Faculdade,"Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Centro-Oeste,MT,5108402,Interior,Estadual,Urbana,270.290585,280.181841,Masculino,Parda,Março,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,232.73074,207.891152,Feminino,Branca,Junho,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sul,SC,4217709,Interior,Estadual,Urbana,309.266716,295.840971,Feminino,Branca,Abril,2002,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2312908,Interior,Municipal,Urbana,322.201205,329.395763, ,Parda,Outubro,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sul,RS,4305801,Interior,Municipal,Urbana,257.78891,265.561526,Masculino,Não quero declarar,Novembro,2002,"Sim, um",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
2017,Nordeste,SE,2800308,Capital,Estadual,Urbana,367.554612,290.80865,Feminino,Branca,Fevereiro,2003,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Completou a Faculdade,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Nordeste,MA,2109502,Interior,Municipal,Urbana,288.193119,230.57047,Feminino,Branca,Dezembro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Sim,Somente continuar estudando
2017,Nordeste,CE,2301802,Interior,Municipal,Urbana,164.888443,187.716201,Masculino,Preta,Janeiro,2003,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Não faço trabalhos domésticos,Sim,Ainda não sei
2017,Sudeste,RJ,3301702,Interior,Municipal,Urbana,248.513006,267.175306,Feminino,Amarela,Junho,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,BA,2933307,Interior,Estadual,Urbana,329.700017,254.38116,Feminino,Parda,Maio,2001,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
2017,Nordeste,BA,2914604,Interior,Municipal,Urbana,228.084387,226.313319,Feminino,Parda,Setembro,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Norte,TO,1702307,Interior,Estadual,Urbana,223.086207,260.59784,Masculino,Parda,Janeiro,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sul,SC,4204608,Interior,Estadual,Urbana,283.434595,240.361911,Feminino,Branca,Julho,2001,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Norte,PA,1501782,Interior,Municipal,Urbana,269.259128,258.718685,Masculino,Branca,Novembro,2001,"Sim, um",Não sei, ,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2924306,Interior,Municipal,Urbana,296.255591,334.497279,Masculino,Preta,Maio,2002,Não tem,Nunca estudou,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2313500,Interior,Municipal,Urbana,162.942105,263.393966,Masculino,Parda,Janeiro,2003,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Mais de 3 horas,Sim,Ainda não sei
2017,Sudeste,MG,3116605,Interior,Estadual,Urbana,373.399687,337.160772,Feminino,Parda,Abril,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2308377,Interior,Municipal,Rural,259.808247,315.261208,Masculino,Branca,Setembro,2002,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
2017,Norte,AC,1200203,Interior,Estadual,Urbana,218.146315,177.523397,Feminino,Parda,Junho,2000,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Ainda não sei
2017,Nordeste,PB,2515005,Interior,Estadual,Rural,172.931413,248.026985,Feminino,Parda,Outubro,2002,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Norte,AM,1304237,Interior,Estadual,Urbana,306.221816,241.132834,Feminino,Parda,Abril,2003,Não tem,Não sei,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sul,PR,4109658,Interior,Estadual,Urbana,179.39706,198.887568,Masculino,Parda,Julho,2003,"Sim, um",Completou a Faculdade,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3547502,Interior,Estadual,Urbana,228.338698,249.517634,Masculino,Branca,Outubro,2002,"Sim, quatro ou mais",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3152501,Interior,Municipal,Urbana,302.853958,293.18195,Feminino,Branca,Dezembro,2001,"Sim, um",Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,MG,3101706,Interior,Estadual,Urbana,172.388908,204.151172,Feminino,Parda,Outubro, ,"Sim, um",Não sei,"Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Menos de 1 hora,Não,Ainda não sei
2017,Sudeste,MG,3107000,Interior,Estadual,Urbana,289.32716,260.125718,Feminino,Parda,Novembro,2002,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3136009,Interior,Estadual,Urbana,206.220806,185.056956,Masculino,Preta,Setembro,2005 ou depois,"Sim, quatro ou mais","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental", ,"Mais de 2 horas, até 3 horas",Sim,Somente trabalhar
2017,Sudeste,SP,3539806,Interior,Estadual,Urbana,265.062721,275.416014,Feminino,Parda,Novembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,263.419176,217.560413,Feminino,Amarela,Janeiro,2003,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Nordeste,BA,2918407,Interior,Municipal,Rural,196.610595,201.512328,Feminino,Parda,Fevereiro,2001,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Nunca estudou,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Não faço trabalhos domésticos,Não,Somente continuar estudando
2017,Sul,SC,4202008,Interior,Municipal,Urbana,186.350062,295.33509,Feminino,Parda,Fevereiro,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Norte,RO,1100254,Interior,Estadual,Urbana,340.570819,283.62302,Feminino,Parda,Dezembro,2002,"Sim, dois",Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
