ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
2017,Nordeste,CE,2311264,Interior,Municipal,Urbana,238.083226,231.878406,Feminino,Parda,Maio,2002,"Sim, um",Nunca estudou,Nunca estudou,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3549953,Interior,Estadual,Urbana,272.831932,271.456714,Feminino,Branca,Dezembro,2002,"Sim, dois",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2611606,Capital,Estadual,Urbana,262.608422,317.90335,Masculino,Branca,Dezembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
2017,Norte,RO,1101484,Interior,Estadual,Urbana,288.433821,274.275308,Feminino,Parda,Maio,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Mais de 3 horas,Não,Somente continuar estudando
2017,Sudeste,SP,3509502,Interior,Estadual,Urbana,229.901421,186.182516,Feminino,Parda,Julho,2001,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2916401,Interior,Estadual,Urbana,240.33682,278.899336,Feminino,Branca,Maio,2001,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2306900,Interior,Municipal,Urbana,203.776258,224.106913,Feminino,Branca,Janeiro,2003,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,MG,3135209,Interior,Municipal,Urbana,254.543084,236.420105,Masculino,Parda,Maio,2003,"Sim, um",Completou a Faculdade,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,MG,3107307,Interior,Estadual,Urbana,191.415787,169.993974, , , , , , , , , , , 
2017,Sudeste,SP,3547809,Interior,Estadual,Urbana,245.003118,315.076148,Masculino,Preta,Novembro,2002,"Sim, um",Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,260.08735,264.308029,Masculino,Preta,Abril,2003,"Sim, um",Completou a Faculdade,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,251.789408,229.461007,Feminino,Branca,Abril,2002,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,MS,5002704,Capital,Municipal,Urbana,244.291587,261.762301,Masculino,Preta,Outubro,2002,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Ainda não sei
2017,Sudeste,ES,3201308,Interior,Estadual,Urbana,244.808913,240.776353,Masculino,Não quero declarar,Outubro,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3518404,Interior,Estadual,Urbana,265.131478,274.40659900000003,Masculino,Branca,Fevereiro,2003,"Sim, um",Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sul,RS,4309100,Interior,Estadual,Urbana,244.422984,273.960355,Feminino,Branca,Junho,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
2017,Nordeste,SE,2806701,Interior,Municipal,Urbana,210.293638,162.921526,Masculino,Indígena,Fevereiro,2003,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,CE,2307601,Interior,Municipal,Urbana,290.584171,307.373347,Masculino,Branca,Janeiro,2001,"Sim, um",Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
2017,Nordeste,PE,2610707,Interior,Estadual,Urbana,330.980552,344.787727,Feminino,Parda,Abril,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3552205,Interior,Estadual,Urbana,301.946681,324.676215,Masculino,Branca,Abril,2002,"Sim, dois",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Ainda não sei
2017,Nordeste,PE,2605202,Interior,Municipal,Urbana,254.579005,220.483078,Feminino,Parda,Junho,2002,Não tem,Não sei,Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não, 
2017,Centro-Oeste,MS,5001904,Interior,Estadual,Urbana,178.324282,181.359287,Masculino,Parda,Setembro,1999,"Sim, um",Não sei,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Sim,Continuar estudando e trabalhar
2017,Nordeste,PE,2602902,Interior,Municipal,Urbana,259.293785,238.407413,Masculino,Parda,Abril,2002,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental, , , , , 
2017,Sudeste,SP,3549102,Interior,Estadual,Urbana,312.085457,294.546002,Feminino,Branca,Julho,2003,"Sim, três",Completou a Faculdade,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2902658,Interior,Estadual,Rural,195.563656,165.68652,Masculino,Indígena,Julho,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Sudeste,MG,3113404,Interior,Estadual,Urbana,274.387934,316.567132,Feminino,Parda,Junho,2003,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Sul,SC,4201208,Interior,Estadual,Urbana,169.079836,253.913845,Feminino,Branca,Novembro,2001,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
2017,Nordeste,PE,2609600,Interior,Estadual,Urbana,176.721946,207.88165,Masculino,Branca,Janeiro,2003,"Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Sudeste,MG,3169000,Interior,Estadual,Urbana,212.061364,269.003544,Masculino,Preta,Agosto,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Sudeste,MG,3122306,Interior,Estadual,Urbana,289.406825,304.129524,Feminino,Não quero declarar,Novembro,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sul,SC,4212403,Interior,Estadual,Urbana,351.493354,294.588257,Feminino,Branca,Abril,2002,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2930105,Interior,Estadual,Urbana,207.718794,294.204444,Masculino,Parda,Novembro,2001,Não tem,Não sei,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Sul,SC,4204251,Interior,Municipal,Urbana,256.431299,261.184151,Feminino,Branca,Março,2002,"Sim, dois","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2910800,Interior,Municipal,Urbana,283.490019,231.363247,Masculino,Branca,Março,2002,"Sim, dois",Completou a Faculdade,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Centro-Oeste,MT,5107040,Interior,Estadual,Urbana,257.641149,234.262996,Feminino,Parda,Novembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Sudeste,SP,3548708,Interior,Estadual,Urbana,239.20377,229.428645,Feminino,Parda,Maio,2002,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3110004,Interior,Estadual,Urbana,310.221759,335.927396,Masculino,Preta,Agosto,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Sudeste,ES,3204252,Interior,Estadual,Urbana,324.636056,297.660043,Feminino,Parda,Maio,2003,Não tem,Completou a Faculdade,Não sei,Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
2017,Sudeste,SP,3508108,Interior,Estadual,Urbana,137.657281,152.552717, , ,Junho,2001,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio", , , ,Não, 
2017,Sudeste,SP,3522109,Interior,Municipal,Urbana,218.63582,188.620148,Masculino,Parda,Abril,2003,"Sim, três","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,284.914788,274.205051,Feminino,Amarela,Agosto,2001,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3169307,Interior,Municipal,Urbana,162.689612,186.850373,Masculino,Preta,Julho,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Não faço trabalhos domésticos,Sim,Somente continuar estudando
2017,Sudeste,MG,3149309,Interior,Municipal,Urbana,281.226783,289.633402,Feminino,Parda,Junho,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2304400,Capital,Estadual,Urbana,271.715851,221.301342,Masculino,Parda,Dezembro,2002,Não tem,Nunca estudou,"Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PB,6306767,Interior,Municipal,Urbana,304.15587,295.553741,Feminino,Parda,Novembro,2001,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
2017,Sudeste,SP,3516200,Interior,Estadual,Urbana,296.042821,224.137095,Feminino,Branca,Agosto,2003,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Mais de 3 horas,Sim,Continuar estudando e trabalhar
2017,Nordeste,PB,2511400,Interior,Municipal,Rural,239.544247,169.666445,Feminino,Parda,Março,2001,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Não faço trabalhos domésticos,Não,Ainda não sei
2017,Sudeste,SP,3518701,Interior,Estadual,Urbana,202.224939,200.142016,Masculino,Branca,Maio,2003,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Ainda não sei
2017,Sudeste,MG,3106705,Interior,Municipal,Urbana,270.391957,293.012372,Masculino,Indígena,Fevereiro,2003,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,MG,3137106,Interior,Estadual,Rural,204.118774,154.743417,Masculino,Branca,Julho,2002,Não tem,Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas, ,Somente continuar estudando
2017,Nordeste,BA,2931350,Interior,Municipal,Urbana,263.48358,199.187375,Feminino,Parda,Maio,2002,"Sim, um",Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3503307,Interior,Estadual,Urbana,268.273562,230.640168,Feminino,Parda,Março,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas, ,Continuar estudando e trabalhar
2017,Nordeste,PB,2500106,Interior,Estadual,Urbana,324.558815,322.191801,Feminino,Parda, ,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,280.364186,231.16019,Feminino,Parda,Fevereiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3518800,Interior,Estadual,Urbana,295.482742,301.585194,Masculino,Parda,Março,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,MA,2112803,Interior,Municipal,Urbana,230.502985,225.963042,Masculino,Parda,Junho,2003,"Sim, um",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Nordeste,MA,2108801,Interior,Municipal,Urbana,264.226349,250.662812,Masculino,Parda,Fevereiro,2003,Não tem,Não sei,Completou a Faculdade,Menos de 1 hora,Não faço trabalhos domésticos,Não,Somente continuar estudando
2017,Nordeste,CE,2305233,Interior,Municipal,Rural,238.464858,287.905155,Masculino,Parda,Novembro,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Norte,PA,1501402,Capital,Estadual,Urbana,243.099036,170.721356,Feminino,Parda,Outubro,2002,"Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,247.70407,334.093569,Feminino,Parda,Maio,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Sudeste,SP,3548807,Interior,Municipal,Urbana,317.614572,348.740545,Feminino,Branca,Março,2003,"Sim, três",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
2017,Sudeste,SP,3552502,Interior,Estadual,Urbana,211.783638,251.065628,Masculino,Parda,Janeiro,2003, ,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2931509,Interior,Municipal,Urbana,253.35158,281.371677,Masculino,Não quero declarar,Julho,2002,Não tem,Completou a Faculdade,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Não,Ainda não sei
2017,Nordeste,MA,2107506,Interior,Municipal,Rural,235.189778,233.629625,Feminino,Parda,Abril,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PE,2611606,Capital,Estadual,Urbana,280.363525,276.903756,Feminino,Parda,Dezembro,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Norte,PA,1502707,Interior,Estadual,Urbana,198.066162,202.649793,Masculino,Indígena,Setembro,2003,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Menos de 1 hora,Sim,Somente continuar estudando
2017,Nordeste,PE,2608750,Interior,Estadual,Urbana,269.464736,273.102855,Feminino,Parda,Abril,2003,Não tem,Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2914604,Interior,Municipal,Urbana,209.397489,268.528459,Feminino,Branca,Setembro,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
2017,Nordeste,PB,6306721,Interior,Municipal,Rural,232.218593,200.671875,Feminino,Indígena,Julho,2003,Não tem,Não sei,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Nordeste,CE,2307304,Interior,Municipal,Urbana,243.375274,238.569724,Feminino,Preta,Dezembro,2002,Não tem,Nunca estudou,Nunca estudou,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Mais de 3 horas,Não,Somente continuar estudando
2017,Sul,PR,4103909,Interior,Estadual,Urbana,231.513893,250.991514,Feminino,Parda,Novembro,2003,"Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Menos de 1 hora,Não,Ainda não sei
2017,Sul,RS,4314159,Interior,Municipal,Urbana,220.481007,270.750179,Masculino,Branca,Fevereiro,2002,Não tem,"Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Mais de 3 horas,Sim,Ainda não sei
2017,Sudeste,SP,3548708,Interior,Estadual,Urbana,223.133807,177.950414,Masculino,Não quero declarar,Maio,2002,"Sim, três",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
2017,Sudeste,SP,3557006,Interior,Estadual,Urbana,305.519265,341.044227,Feminino,Parda,Junho,2003,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Sul,RS,4305108,Interior,Estadual,Urbana,277.539329,216.761991,Feminino,Branca,Março,2003,"Sim, um",Completou a Faculdade,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Nordeste,RN,2411502,Interior,Municipal,Urbana,220.177883,200.976265,Feminino,Branca,Abril,2000,Não tem,Não sei,Não tem,Menos de 1 hora,Menos de 1 hora,Não,Somente trabalhar
2017,Nordeste,BA,2932705,Interior,Municipal,Urbana,205.970186,182.029827,Feminino,Parda,Novembro,2001,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
2017,Nordeste,CE,2312700,Interior,Municipal,Rural,287.521641,298.01032,Feminino,Parda,Fevereiro,2003,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
2017,Norte,AM,1300805,Interior,Municipal,Rural,196.190894,166.53966,Feminino,Branca,Outubro,2001,"Sim, três",Não completou a 4.ª série/5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,MT,5106224,Interior,Estadual,Urbana,253.594211,207.302047,Feminino,Preta,Junho,2002,Não tem,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
2017,Nordeste,BA,2930774,Interior,Municipal,Urbana,147.91258,185.161083,Masculino,Amarela,Julho,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade", ,Menos de 1 hora,Não,Continuar estudando e trabalhar
2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,293.922388,233.432828,Masculino,Parda,Fevereiro,2002,"Sim, um",Completou a Faculdade,Completou a Faculdade,"Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
2017,Sudeste,MG,3135100,Interior,Estadual,Urbana,251.542094,295.711357,Masculino,Preta,Janeiro,2003,"Sim, dois",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Sim,Somente continuar estudando
2017,Norte,PA,1503002,Interior,Estadual,Urbana,372.714822,238.960747,Feminino, ,Março,2003,Não tem,Não completou a 4.ª série/5.º ano do Ensino Fundamental,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
2017,Nordeste,MA,2106326,Interior,Municipal,Urbana,281.084257,250.582606,Masculino,Não quero declarar,Janeiro,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
